Gw,YR,MN,TYP,CITY,CSIZk,CCLASS,REGION,REGIAB,COMPANY,GROUP,EC,ACTNAME,NSZZ,RZM,SN0,SN1,A1,A2,PPL,R1,R2,SITE,DR,CLAIMNAME,C1,C2,DI,TR,RS,VAN,VIO,INT,SOL
1,6,12,2,PL,0,99,97,PL,Poczta Polska,0,8,0,0,0,0,1,2,0,0,2,0,1,6,0,1,14,1,3,2,0,0,0,0
2,6,12,1,PL,0,99,97,PL,PKP,0,8,S,1,0,0,1,1,0,7500,3,0,2,0,0,16,0,2,1,1,0,0,0,0
2,6,12,1,PL,0,99,97,PL,0,tax office,15,S,1,0,0,1,2,0,550,3,0,2,0,0,3,20,1,1,1,0,0,0,0
1,6,12,2,PL,0,99,97,PL,Zarząd Gosp Wodnej,0,15,S,1,0,16,16,2,0,0,3,0,2,0,0,1,0,1,1,0,0,0,0,0
11,6,12,2,Płock,121,0,7,MZ,PERN,0,3,0,0,0,1,1,2,0,0,2,0,1,0,0,2,3,2,1,2,0,0,0,0
1,6,12,1,Skoczów,15,0,12,SL,Skotan,0,3,S,1,0,2,2,1,0,200,3,0,1,0,0,10,12,2,3,3,0,0,0,0
1,6,12,1,Warszawa,1754,3,7,MZ,Solid,0,14,0,0,0,1,1,4,0,120,2,3,1,0,0,1,14,1,3,1,0,0,0,0
1,6,12,1,Wrocław,638,3,1,DS,Selgros,0,7,S,1,0,1,1,2,0,20,3,0,1,0,0,6,10,2,3,3,0,0,0,0
1,7,1,1,Kraków,765,3,6,MP,0,repressed workers,6,0,0,0,0,1,3,0,0,3,0,3,0,0,2,14,2,4,0,0,0,0,0
2,7,1,2,Lublin,340,3,3,LL,PKS Lublin,0,8,0,0,0,1,1,2,0,0,2,3,1,0,0,2,15,1,2,1,0,0,0,0
1,7,1,1,Mielec,61,0,9,PK,0,emergency,17,0,0,0,1,1,2,0,50,3,0,3,0,0,10,0,2,2,2,0,0,0,0
1,7,1,2,PL,0,99,97,PL,0,tax office,15,0,0,0,0,1,1,0,0,5,0,1,0,0,1,0,1,1,0,0,0,0,0
16,7,1,2,PL,0,99,97,PL,0,mining,2,S,1,0,0,1,1,0,0,2,0,1,3,0,1,8,1,1,1,0,0,0,0
1,7,1,2,PL,0,99,97,PL,Poczta Polska,0,8,S,1,0,0,1,1,0,0,2,0,1,0,0,1,11,1,3,0,0,0,0,0
1,7,1,1,Ruda Śląska,139,0,12,SL,Halemba,0,2,SR80,0,0,1,1,2,0,300,3,0,3,0,0,2,14,2,1,0,0,0,0,0
2,7,1,1,Szczecin,405,3,16,ZP,Polmo,0,3,S80,0,0,1,1,3,0,50,3,0,1,0,0,6,10,2,3,3,0,0,0,1
6,7,1,1,Wrocław,638,3,1,DS,Selgros,0,7,S,1,0,2,2,1,0,1000,3,0,1,0,0,6,10,2,3,0,0,0,0,0
3,7,2,2,Białystok,297,3,10,PD,PKP,0,8,0,0,0,1,1,2,0,0,2,0,1,0,0,3,0,2,3,1,0,0,0,0
2,7,2,2,Bielsko Biała,172,0,12,SL,Fiat GM,0,3,S,1,0,1,1,2,0,0,2,0,1,3,0,1,0,1,3,1,0,0,0,0
4,7,2,2,Bielsko Biała,172,0,12,SL,Fiat GM,0,3,S,1,0,1,1,2,0,0,2,0,1,3,0,6,10,2,3,1,0,0,0,0
13,7,2,2,Bydgoszcz,355,3,2,KP,MZK Bydgoszcz,0,8,0,0,0,1,1,2,0,200,2,3,1,1,0,1,0,1,3,1,0,0,0,0
10,7,2,2,Gorzów,124,3,15,LS,0,0,17,S / PIP,1,0,1,1,2,0,12,5,0,1,0,0,2,12,2,1,2,0,0,0,0
7,7,2,1,Inowrocław,74,0,2,KP,Solino,0,2,0,0,0,1,1,2,0,26,6,0,1,8,0,10,12,2,3,2,0,0,0,0
5,7,2,1,Kraków,765,3,6,MP,PKP,0,8,S,1,0,3,3,2,0,600,4,0,6,2,0,1,15,1,2,2,0,0,0,0
1,7,2,1,Krosno,47,0,9,PK,0,0,17,0,0,0,1,1,4,0,6,5,0,1,3,0,14,0,2,3,1,0,0,0,0
3,7,2,1,Kutno,46,0,5,LO,PKP,0,8,0,0,0,1,1,2,0,0,4,0,6,0,0,12,0,2,2,3,0,0,0,0
1,7,2,1,Opole,128,3,8,OP,MZK opole,0,8,S,1,0,1,1,2,0,0,2,0,1,0,0,4,0,1,3,0,0,0,0,0
3,7,2,1,PL,0,99,97,PL,0,pensioners,20,S,1,0,10,10,1,3,500,3,0,3,0,0,1,0,1,1,0,0,0,0,0
2,7,2,1,Płock,121,0,7,MZ,Orlen,0,3,0,0,0,6,6,5,0,50,3,0,1,1,0,1,16,2,3,3,0,0,0,0
1,7,2,1,Szczecin,405,3,16,ZP,Szczecin port,0,8,0,0,0,1,1,2,0,0,4,0,1,1,0,1,3,2,3,0,0,0,0,0
2,7,2,1,Szczecin,405,3,16,ZP,Opera na Zamku,0,18,S,1,0,1,1,2,0,0,2,0,1,0,0,4,0,2,2,0,0,0,0,0
1,7,2,1,Ustka,16,0,11,PM,Ustka city council,0,15,0,0,0,1,1,4,0,5,5,0,1,0,0,1,0,1,3,3,0,0,0,0
1,7,2,1,Zielona Góra,139,3,4,LS,Faurecia,0,3,S,1,0,1,1,2,0,100,3,0,1,0,0,6,10,2,3,3,0,0,0,0
1,7,3,1,Biskupice Podgórne,0,0,1,DS,Heesung,0,3,S,1,0,1,1,2,0,200,3,0,1,4,0,14,0,2,3,0,0,0,0,0
4,7,3,2,Bydgoszcz,355,3,2,KP,MZK Bydgoszcz,0,8,0,0,0,1,1,2,0,0,2,0,1,1,0,10,11,1,3,0,0,0,0,0
1,7,3,1,Częstochowa,227,0,12,SL,Poczta Polska,0,8,SR80,0,0,1,1,2,0,0,5,0,1,2,0,14,0,2,3,3,0,0,0,0
1,7,3,1,Gdańsk,464,3,11,PM,GPEC,0,4,S,1,0,1,1,2,0,15,3,0,1,0,0,1,3,2,3,3,0,0,0,0
2,7,3,2,Gdynia,247,0,11,PM,Gdynia port,0,8,S,1,0,1,1,2,0,0,2,0,1,1,0,1,0,1,3,1,0,0,0,0
6,7,3,1,Katowice,298,3,12,SL,Budryk mine,0,2,S,1,0,1,1,2,0,0,2,0,1,0,0,1,0,1,3,0,0,0,0,0
8,7,3,1,Lublin,340,3,3,LL,Bogdanka mine,0,2,0,0,0,1,1,2,0,3000,2,0,1,1,0,2,0,2,1,3,0,0,0,0
5,7,3,1,Lublin,340,3,3,LL,LPEC,0,4,0,0,0,1,1,2,0,150,3,0,1,0,0,4,0,1,2,1,0,0,0,0
4,7,3,1,PL,0,99,97,PL,PGNiG,0,3,0,0,0,6,6,2,0,3000,3,0,2,0,0,1,9,1,2,0,0,0,0,0
2,7,3,1,PL,0,99,97,PL,0,energy,4,0,0,0,0,1,1,0,20000,3,0,2,0,0,2,3,2,2,1,0,0,0,0
36,7,3,2,PL,0,99,97,PL,0,police,15,0,0,0,0,1,4,0,250,5,0,1,3,0,1,15,1,1,1,0,0,0,0
3,7,3,1,PL,0,99,97,PL,0,state companies,15,0,0,0,1300,1300,1,0,3000,3,0,2,0,0,2,0,2,2,0,0,0,0,0
8,7,3,1,PL,0,99,97,PL,PKP,0,8,S,1,0,5,5,2,0,500,4,0,6,1,0,1,0,1,3,1,0,0,0,0
50,7,3,1,PL,0,99,97,PL,0,0,16,ZNP / OPZZ,0,0,0,1,1,0,12000,3,0,2,3,0,1,2,1,1,3,0,0,0,1
2,7,3,1,Starachowice,49,0,13,SK,MAN,0,3,S,1,0,1,1,2,0,1000,3,0,1,0,0,1,0,1,3,0,0,0,0,1
1,7,3,1,Stęszew,6,0,15,WL,Greenkett,0,3,IP,0,0,1,1,2,0,0,3,0,1,0,0,6,10,2,3,3,0,0,0,1
2,7,3,1,Warszawa,1754,3,7,MZ,LOT,0,8,0,0,0,1,1,2,0,50,3,0,2,0,0,2,4,1,1,3,0,0,0,0
1,7,4,1,Gdańsk,464,3,11,PM,GPEC,0,4,S,1,0,1,1,2,0,0,3,0,1,0,0,7,11,2,3,2,0,0,0,0
3,7,4,2,Jelcz,16,0,1,DS,Toyota,0,3,S,1,0,1,1,2,0,0,1,0,1,0,0,6,10,2,3,2,0,0,0,0
5,7,4,1,Kielce,198,3,13,SK,TEMA,0,3,S,1,0,1,1,2,0,400,2,0,1,5,0,11,12,2,3,0,0,0,0,0
2,7,4,1,Knurów,39,0,12,SL,KW,0,2,SR80,0,0,1,1,2,0,1250,2,0,1,4,0,1,0,2,3,3,0,0,0,0
1,7,4,1,Lublin,340,3,3,LL,PKP,0,8,0,0,0,1,1,2,0,50,4,0,6,5,0,3,10,2,3,1,0,0,0,0
1,7,4,1,Łódź,697,3,5,LO,Indesit,0,3,S80,0,0,1,1,1,3,30,8,0,1,0,0,14,0,2,5,0,0,0,0,1
1,7,4,1,OP,0,99,8,OP,0,veterinary,1,0,0,0,0,1,3,0,0,3,5,2,0,0,1,0,1,1,0,0,0,0,0
1,7,4,1,PM,0,99,11,PM,0,0,16,S,1,0,1,1,2,0,150,3,0,5,0,0,16,0,2,1,2,0,0,0,0
5,7,4,1,Poznań,542,3,15,WL,HCP,0,3,IP,0,0,1,1,2,0,300,2,3,1,0,0,1,0,1,3,3,0,0,0,0
1,7,4,1,Poznań,542,3,15,WL,Enea,0,4,S,1,0,5,5,2,0,500,3,0,1,0,0,1,0,1,3,3,0,0,0,0
4,7,4,2,Rzeszów,188,3,9,PK,MPK Rzeszów,0,8,0,0,0,1,1,2,0,0,2,0,1,0,0,1,0,1,2,1,0,0,0,0
1,7,4,1,Rzeszów,188,3,9,PK,0,healthcare,17,0,0,0,1,1,2,0,100,4,0,1,3,0,4,0,2,2,3,0,0,0,0
2,7,4,1,Trzebinia,20,0,6,MP,Trzebinia refinery,0,3,S / OPZZ,1,0,1,1,2,0,0,3,6,1,5,0,10,0,2,2,1,0,0,0,0
2,7,4,1,Wrocław,638,3,1,DS,Impel,0,3,SR80 / FA / KPP,0,0,1,1,2,7,0,3,0,1,0,0,14,0,2,3,3,0,0,0,0
1,7,5,1,Białystok,297,3,10,PD,99,99,99,0,0,0,1,1,2,7,100,8,0,5,0,labour day,99,0,1,5,0,0,0,0,0
4,7,5,1,Częstochowa,227,0,12,SL,MPK Częstochowa,0,8,0,0,0,1,1,2,0,0,5,0,1,0,0,1,0,2,2,1,0,0,0,0
1,7,5,1,Częstochowa,227,0,12,SL,Częstochowa combined,0,17,S,1,0,3,3,2,0,65,3,0,3,0,0,2,8,2,2,3,0,0,0,0
4,7,5,1,Gliwice,182,0,12,SL,Opel,0,3,S,1,0,1,1,2,0,0,2,0,1,1,0,1,0,1,3,1,0,0,0,0
3,7,5,2,Gorzów,124,3,15,LS,Gorzów hospital,0,17,0,0,0,1,1,2,0,0,4,6,1,0,0,11,15,2,1,2,0,0,0,0
10,7,5,1,Gorzów,124,3,15,LS,0,0,17,S,1,0,1,1,2,0,50,6,0,1,5,0,12,0,2,4,0,0,0,0,0
1,7,5,1,Kraków,765,3,6,MP,99,99,99,OPZZ / SLD / SdPL / Racja,0,0,1,1,1,8,0,8,0,5,0,labour day,99,0,1,5,0,0,0,0,0
1,7,5,1,Kraków,765,3,6,MP,Vistula,0,3,S,1,0,2,2,2,0,400,3,0,1,0,0,1,0,1,3,2,0,0,0,1
2,7,5,1,Łódź,697,3,5,LO,99,99,99,OPZZ / SLD / UP / PPS / SdPL,0,0,1,1,1,8,1000,8,0,5,0,labour day,99,0,1,5,0,0,0,0,0
4,7,5,1,Pisz,19,0,14,WM,Sklejka,0,3,0,0,0,1,1,2,0,100,4,0,1,5,0,4,0,2,1,1,0,1,0,0
880,7,5,2,PL,0,99,97,PL,0,healthcare,17,0,0,0,400,400,1,0,0,2,6,1,9,0,1,0,1,1,0,0,0,0,1
93,7,5,1,PL,0,99,97,PL,0,0,16,ZNP / S,1,0,20000,20000,1,0,0,2,0,1,1,0,1,15,2,1,0,0,0,0,0
1,7,5,1,Poznań,542,3,15,WL,0,0,17,0,0,0,0,1,4,0,750,5,0,1,0,0,1,0,1,2,0,0,0,0,0
3,7,5,2,Poznań,542,3,15,WL,HCP,0,3,IP,0,0,1,1,2,0,0,2,0,1,0,0,1,0,1,3,3,0,0,0,0
3,7,5,1,Poznań,542,3,15,WL,99,99,99,IP / FA,0,0,1,1,2,7,250,8,0,5,0,labour day,99,0,1,5,0,0,0,0,0
2,7,5,1,Poznań,542,3,15,WL,Kompania Piwowarska,0,3,S,1,0,3,3,2,0,0,2,0,1,1,0,1,0,1,3,3,0,0,0,0
1,7,5,1,Szczecin,405,3,16,ZP,99,99,99,SLD,0,0,1,1,8,0,0,8,0,5,0,labour day,99,0,1,5,0,0,0,0,0
2,7,5,1,Wałbrzych,115,0,1,DS,MPK Wałbrzych,0,8,S,1,0,1,1,2,0,5,6,0,1,5,0,10,0,2,2,2,0,0,0,1
1,7,5,1,Warszawa,1754,3,7,MZ,99,99,99,0,0,0,1,1,6,0,50,8,0,5,0,labour day,99,0,1,5,0,0,0,0,0
1,7,5,1,Warszawa,1754,3,7,MZ,99,99,99,NL,0,0,1,1,7,0,150,8,0,5,0,labour day,99,0,1,5,0,0,0,0,0
1,7,5,1,Warszawa,1754,3,7,MZ,99,99,99,OPZZ,0,0,1,1,1,8,1600,8,0,2,0,labour day,99,0,1,5,0,0,0,0,0
1,7,5,1,Wrocław,638,3,1,DS,SigmaKalon,0,3,S,1,0,1,1,2,0,0,2,0,1,1,0,1,0,1,3,2,0,0,0,0
3,7,5,1,Żurawica,5,0,9,PK,Żurawica hospital,0,17,0,0,0,1,1,2,0,50,4,0,1,0,0,4,0,2,2,3,0,0,0,0
1,7,6,1,Katowice,298,3,12,SL,KW,0,2,SR80,0,0,1,1,2,0,200,4,0,1,3,0,1,3,1,1,0,1,0,0,0
5,7,6,2,Kielce,198,3,13,SK,NSKBearings,0,3,0,0,0,1,1,2,0,0,2,0,1,0,0,1,0,1,3,1,0,0,0,0
2,7,6,1,Kielce,198,3,13,SK,TEMA,0,3,S,1,0,1,1,2,0,400,2,0,1,5,0,11,12,2,3,2,0,0,0,0
14,7,6,1,Kielce,198,3,13,SK,MPK Kielce,0,8,S,1,0,1,1,2,0,600,2,3,1,2,0,5,8,2,3,0,0,0,0,0
1,7,6,1,Kraków,765,3,6,MP,99,99,99,0,0,0,1,1,7,0,0,8,0,5,0,shorter work day,20,0,1,5,0,0,0,0,0
1,7,6,2,Lubin,74,0,1,DS,KGHM,0,2,0,0,0,0,1,2,0,0,2,0,1,0,0,1,0,1,3,0,0,0,0,0
1,7,6,2,Lublin,340,3,3,LL,Bogdanka mine,0,2,0,0,0,1,1,2,0,0,2,0,1,5,0,2,0,2,1,0,0,0,0,0
1,7,6,1,Łowyń,1,0,15,WL,Christianapol,0,3,S,1,0,1,1,2,0,0,2,0,1,0,0,1,0,1,3,2,0,0,0,0
1,7,6,1,Łódź,697,3,5,LO,ZE Łódź,0,4,S,1,0,1,1,2,0,300,4,0,1,5,0,3,10,2,3,0,0,0,0,0
3,7,6,1,Olsztyn,173,3,14,WM,IIILO,0,16,0,0,0,1,1,4,6,40,3,0,3,0,0,4,0,2,2,3,0,0,0,0
7,7,6,1,Opole,128,3,8,OP,Radio Opole,0,10,S,1,0,1,1,2,0,0,3,0,1,0,0,6,10,2,3,3,0,0,0,0
2,7,6,2,PL,0,99,97,PL,Ruch,0,7,0,0,0,0,1,2,0,0,2,0,1,0,0,1,5,1,3,1,0,0,0,0
2,7,6,2,PL,0,99,97,PL,PKP,0,8,0,0,0,0,1,1,0,0,2,0,0,0,0,16,0,2,1,1,0,0,0,0
117,7,6,2,PL,0,99,97,PL,0,nurses,17,PIP / S / S80,1,0,0,1,1,0,1000,3,6,1,8,0,1,0,1,1,0,0,0,0,1
1,7,6,1,PL,0,99,97,PL,0,foundries,3,S,1,0,0,1,1,0,0,3,0,2,0,0,16,0,2,1,0,0,0,0,0
16,7,6,1,PL,0,99,97,PL,0,retail trade,7,S,1,0,16,16,1,0,0,5,0,1,0,0,14,0,1,1,0,0,0,0,0
1,7,6,1,Radom,216,0,7,MZ,Bumar,0,3,S,1,0,1,1,2,0,0,4,0,1,0,0,4,0,2,3,2,0,0,0,0
2,7,6,1,Toruń,202,3,2,KP,UMK,0,16,0,0,0,1,1,4,0,0,2,3,0,0,0,1,0,1,3,3,0,0,0,1
1,7,7,1,Bielsko Biała,172,0,12,SL,0,water emergency,17,0,0,0,2,2,4,0,0,2,0,1,3,0,14,0,1,2,1,0,0,0,0
3,7,7,2,Częstochowa,227,0,12,SL,TRW,0,3,S,1,0,1,1,2,0,0,2,0,1,0,0,1,0,1,3,3,0,0,0,0
1,7,7,1,Inowrocław,74,0,2,KP,Inowrocław glassworks,0,3,0,0,0,1,1,2,0,250,2,0,1,2,0,1,0,1,3,3,0,0,0,0
4,7,7,1,LO,0,99,5,LO,Poczta Polska,0,8,S,1,0,40,40,2,0,0,2,0,1,5,0,1,11,1,3,1,0,0,0,0
4,7,7,2,Mława,30,0,7,MZ,LG Electronics,0,3,S,1,0,1,1,2,0,0,2,0,1,1,0,1,14,1,3,2,0,0,0,0
2,7,7,2,PL,0,99,97,PL,0,security,14,S,1,0,0,1,1,0,0,2,0,0,0,0,1,0,1,3,0,0,0,0,0
2,7,7,2,Szczecin,405,3,16,ZP,Gryfia shipyard,0,3,0,0,0,1,1,2,0,0,2,0,1,0,0,4,0,1,2,0,0,0,0,0
1,7,7,2,Wrocław,638,3,1,DS,Faurecia,0,3,S,1,0,1,1,2,0,5,7,0,9,0,0,6,10,2,3,3,0,0,0,0
1,7,7,1,Wrocław,638,3,1,DS,0,water economy,15,S,1,0,1,1,2,0,30,3,0,3,0,0,1,0,1,2,0,0,0,0,0
1,7,8,1,Częstochowa,227,0,12,SL,MPK Częstochowa,0,8,0,0,0,1,1,2,6,0,2,0,1,3,0,1,0,1,2,1,0,0,0,0
4,7,8,1,Gdańsk,464,3,11,PM,Gdańsk shipyard,0,3,S,1,0,1,1,2,0,100,3,0,4,0,0,12,0,2,4,0,0,0,1,0
36,7,8,1,Kielce,198,3,13,SK,MPK Kielce,0,8,S,1,0,1,1,2,0,800,2,4,1,7,0,1,5,1,3,1,0,1,0,1
3,7,8,1,Konin,76,0,15,WL,Konin aluminium foundry,0,3,S,1,0,1,1,2,0,3000,2,3,1,6,0,1,10,1,3,0,0,0,0,1
1,7,8,1,MP,0,99,6,MP,0,national parks,18,S,1,0,12,12,2,0,100,3,0,5,0,0,1,5,1,1,0,0,0,0,0
11,7,8,2,MZ,7,99,7,MZ,0,DPS,17,S,1,0,2,2,2,0,5,2,6,1,0,0,1,0,1,3,1,0,0,0,0
6,7,8,1,PL,0,99,97,PL,0,nurses,17,PIP,0,0,0,1,1,0,30,4,0,2,4,0,1,0,1,1,0,0,0,0,0
1,7,8,1,Rybnik,140,0,12,SL,Rybnik hospital,0,17,0,0,0,1,1,2,0,20,6,0,1,0,0,4,0,1,3,3,0,0,0,0
2,7,8,2,Stalowa Wola,63,0,9,PK,Stalowa Wola foundry,0,3,0,0,0,1,1,2,0,100,3,0,1,0,0,1,5,1,3,1,0,0,0,0
3,7,8,1,Toruń,202,3,2,KP,Elana,0,3,S,1,0,1,1,2,0,0,2,5,1,0,0,1,0,1,3,2,0,0,0,0
3,7,8,1,Toruń,202,3,2,KP,Elana,0,3,S,1,0,1,1,2,0,0,2,5,1,0,0,1,0,1,3,2,0,0,0,0
2,7,9,1,Białystok,297,3,10,PD,Agnella,0,3,0,0,0,1,1,2,0,0,2,0,1,3,0,1,0,1,3,1,0,0,0,0
1,7,9,1,Bielsko Biała,172,0,12,SL,Bielsko Biała city guard,0,15,0,0,0,0,1,2,0,0,5,0,1,0,0,1,0,1,2,1,0,0,0,0
3,7,9,2,PL,0,99,97,PL,0,nurses,17,PIP,0,0,0,1,1,0,0,3,0,2,0,0,1,0,1,1,0,0,0,0,0
1,7,9,2,PL,0,99,97,PL,Poczta Polska,0,8,S,1,0,0,1,2,0,0,2,0,1,0,0,1,11,1,3,0,0,0,0,0
3,7,9,1,Szczecin,405,3,16,ZP,0,0,17,0,0,0,1,1,4,0,0,8,0,1,0,0,12,0,2,2,0,0,0,0,0
8,7,9,1,Toruń,202,3,2,KP,Metron,0,3,0,0,0,1,1,4,0,200,3,0,1,6,0,11,0,2,3,3,0,0,0,0
1,7,9,1,Wałbrzych,115,0,1,DS,Wałbrzych city guard,0,15,0,0,0,0,1,2,0,0,5,0,1,0,0,1,0,1,2,1,0,0,0,0
1,7,9,2,Wejherowo,50,0,11,PM,MZK Wejherowo,0,8,S,1,0,1,1,2,0,0,2,0,1,0,0,1,0,1,2,3,0,0,0,0
1,7,10,1,Gdańsk,464,3,11,PM,Poczta Polska,0,8,0,0,0,1,1,2,0,50,3,0,1,0,0,1,11,1,3,1,0,0,0,0
5,7,10,1,Gdańsk,464,3,11,PM,Gdańsk shipyard,0,3,S,1,0,1,1,2,0,400,3,0,3,0,0,9,23,1,1,2,0,0,0,0
1,7,10,1,Gdynia,247,0,11,PM,Gdynia shipyard,0,3,S,1,0,1,1,2,0,1000,2,0,1,0,0,11,0,1,3,3,0,0,0,0
3,7,10,1,Kielce,198,3,13,SK,PKS Kielce,0,8,0,0,0,1,1,4,0,50,3,0,1,0,0,4,0,1,3,3,0,0,0,0
2,7,10,1,Łódź,697,3,5,LO,0,social work,17,0,0,0,0,1,2,0,500,3,0,3,0,0,1,14,1,2,2,0,0,0,0
2,7,10,1,Łódź,697,3,5,LO,0,social work,17,0,0,0,0,1,2,0,500,3,0,3,0,0,1,14,1,2,2,0,0,0,0
1,7,10,1,PL,0,99,97,PL,0,truck transport,8,0,0,0,2,2,4,0,0,4,0,5,5,0,14,0,1,4,2,0,0,0,0
25,7,10,1,PL,0,99,97,PL,0,0,16,ZNP,0,0,16,16,1,0,10000,3,0,3,0,0,1,11,1,1,0,0,0,0,0
2,7,10,1,Płock,121,0,7,MZ,Zakłady Mięsne,0,3,0,0,0,1,1,2,0,150,4,0,6,0,0,12,0,2,3,0,0,0,0,0
4,7,10,1,Płock,121,0,7,MZ,Zakłady Mięsne,0,3,0,0,0,1,1,2,0,0,3,0,5,0,0,12,0,2,3,0,0,0,0,0
2,7,10,1,Poznań,542,3,15,WL,HCP,0,3,IP / S,1,0,1,1,2,0,100,3,0,1,0,0,1,0,1,3,1,0,0,0,0
1,7,10,1,Szczecin,405,3,16,ZP,Szczecin city,0,17,PIP / PPS,0,0,1,1,2,6,150,3,0,5,0,0,12,0,2,2,2,0,0,0,0
1,7,10,2,Wrocław,638,3,1,DS,Whirlpool,0,3,S,1,0,1,1,2,0,0,2,0,1,0,0,1,14,1,3,0,0,0,0,0
1,7,10,1,Wrocław,638,3,1,DS,Eurobank security,0,14,S,1,0,1,1,2,0,0,3,0,1,0,0,1,14,1,3,0,0,0,0,0
1,7,11,1,Częstochowa,227,0,12,SL,0,0,17,S,1,0,4,4,2,0,0,4,0,3,0,0,10,0,2,2,2,0,0,0,0
2,7,11,2,Gdańsk,464,3,11,PM,Tesco,0,7,0,0,0,1,1,2,0,0,2,0,1,0,0,1,0,1,3,0,0,0,0,0
1,7,11,1,Gliwice,182,0,12,SL,Opel,0,3,SR80,0,0,1,1,2,0,0,3,0,1,0,0,1,0,1,3,1,0,0,0,0
2,7,11,1,Kielce,198,3,13,SK,PKS Kielce,0,8,S,1,0,1,1,2,0,40,3,0,1,1,0,4,0,2,3,0,0,0,0,0
3,7,11,1,Łomża,63,0,10,PD,PKS Łomża,0,8,0,0,0,1,1,2,0,0,4,0,1,2,0,4,0,2,2,1,0,0,0,0
3,7,11,2,Olkusz,36,0,6,MP,0,sanepid,15,0,0,0,1,1,2,0,0,2,0,1,0,0,4,0,2,3,1,0,0,0,0
1,7,11,1,Ożarów,5,0,13,SK,Faelbud,0,3,S,1,0,2,2,2,0,0,2,0,1,0,0,5,0,1,3,0,0,0,0,0
2,7,11,1,PL,0,99,97,PL,Telekomunikacja Polska,0,10,S,1,0,1,1,1,0,0,3,0,2,1,0,2,0,2,1,0,0,0,0,0
4,7,11,2,Szczecin,405,3,16,ZP,WOMP,0,17,S,1,0,1,1,2,0,0,3,4,1,0,0,4,0,2,2,3,0,0,0,0
1,7,11,1,Trzebinia,20,0,6,MP,Orlen,0,3,0,0,0,1,1,2,0,0,3,0,1,0,0,4,0,2,3,0,0,0,0,1
1,7,12,1,Bydgoszcz,355,3,2,KP,0,retail trade,7,0,0,0,2,2,1,0,25,3,0,5,0,0,1,14,1,3,0,0,0,1,0
1,7,12,1,Gdańsk,464,3,11,PM,Gdańsk shipyard,0,3,S,1,0,1,1,2,0,50,3,0,4,0,0,23,0,2,1,0,0,0,0,0
1,7,12,1,Katowice,298,3,12,SL,0,emergency,17,0,0,0,1,1,2,0,100,3,0,1,0,0,1,11,1,3,2,0,0,0,0
40,7,12,1,Katowice,298,3,12,SL,Budryk mine,0,2,0,0,0,1,1,2,0,150,4,6,1,8,0,1,0,1,3,3,0,0,0,1
2,7,12,1,Lublin,340,3,3,LL,0,sugar mill,3,S,1,0,1,1,2,0,300,2,0,1,0,0,12,0,2,4,0,0,0,0,0
1,7,12,1,Łapy,16,0,10,PD,0,sugar mill,3,0,0,0,1,1,2,6,80,3,0,2,0,0,12,0,2,1,0,0,0,0,0
2,7,12,1,Łapy,16,0,10,PD,0,sugar mill,3,0,0,0,1,1,2,0,50,3,0,5,0,0,12,0,2,4,0,0,0,0,0
1,7,12,1,Opole,128,3,8,OP,Radio Opole,0,10,S,1,0,1,1,1,0,30,3,0,4,0,0,6,10,2,4,0,0,0,0,1
13,7,12,1,SL,0,99,12,SL,0,mining,2,0,0,0,1,1,2,0,0,2,0,1,3,0,1,0,1,3,0,0,0,0,0
2,7,12,1,Słubice,17,0,4,LS,Biedronka,0,7,S,1,0,2,2,2,0,300,3,0,1,0,0,1,14,1,3,0,0,0,1,0
1,7,12,1,Szczecin,405,3,16,ZP,Szczecin shipyard,0,3,S,1,0,1,1,2,0,0,3,0,1,0,0,2,0,1,1,0,0,0,0,0
3,7,12,2,Wrocław,638,3,1,DS,Hutmen,0,3,0,0,0,1,1,2,0,0,2,0,1,0,0,12,0,2,2,0,0,0,0,0
3,7,12,1,Wrocław,638,3,1,DS,Poltegor,0,13,S,1,0,1,1,2,0,5,6,0,1,6,0,12,0,2,3,0,0,0,0,0
1,7,12,1,Zamość,65,0,3,LL,Elementary 7,0,16,0,0,0,1,1,2,6,0,3,0,1,0,0,12,0,2,2,2,0,0,0,0
2,7,12,1,Zielona Góra,139,3,4,LS,Auchan,0,7,IP,0,0,1,1,2,0,0,3,0,1,0,0,13,0,2,3,3,0,0,0,0
1,7,12,1,Zielona Góra,139,3,4,LS,Auchan,0,7,IP / FA,0,0,1,1,2,7,5,3,0,1,0,0,6,14,2,3,0,0,0,0,0
1,8,1,1,Biłgoraj,27,0,3,LL,0,0,17,PIP,0,0,1,1,2,0,0,3,0,3,0,0,1,0,1,2,0,0,0,0,0
4,8,1,1,Biłgoraj,27,0,3,LL,0,0,17,PIP,0,0,1,1,2,0,75,2,4,1,5,0,1,0,1,2,0,0,0,0,0
2,8,1,1,Blachownia,10,0,12,SL,0,0,17,PIP,0,0,1,1,2,0,0,2,0,1,5,0,1,0,1,3,2,0,0,0,0
12,8,1,1,Bydgoszcz,355,3,2,KP,MZK Bydgoszcz,0,8,0,0,0,1,1,2,0,6,6,0,1,4,0,4,0,1,2,3,0,0,0,0
1,8,1,1,Bydgoszcz,355,3,2,KP,0,0,17,S,1,0,0,1,2,0,0,2,0,1,0,0,1,0,1,3,2,0,0,0,0
2,8,1,1,Chełm,68,0,3,LL,0,nurses,17,PIP,0,0,1,1,2,0,0,2,0,1,4,0,1,0,1,3,1,0,0,0,0
