Gw,YR,MN,TYP,CITY,CSIZk,CCLASS,REGION,REGIAB,COMPANY,GROUP,EC,ACTNAME,NSZZ,RZM,SN0,SN1,A1,A2,PPL,R1,R2,SITE,DR,CLAIMNAME,C1,C2,DI,TR,RS,VAN,VIO,INT,SOL
1,12,9,2,Olsztyn,173,3,14,WM,Rast,0,7,0,0,0,0,0,3,0,30,7,0,0,0,0,11,0,1,3,0,0,0,0,0
2,12,9,1,PL,0,99,97,PL,99,99,99,S / PIS,1,0,1,1,1,8,150000,3,0,2,0,wake up poland,23,0,1,1,0,0,0,0,0
1,12,9,1,Rzeszów,188,3,9,PK,0,healthcare,17,PIP,0,0,0,1,2,0,30,3,0,3,0,0,8,14,2,2,0,0,0,0,0
2,12,9,1,Starachowice,49,0,13,SK,Starachowice hospital,0,17,PIP,0,0,1,1,2,0,150,4,0,3,0,0,2,4,1,2,2,0,0,0,0
1,12,9,1,Szczecin,405,3,16,ZP,Zakłady Chemiczne Police,0,3,S,1,0,1,1,1,0,300,3,0,1,0,0,12,0,2,2,0,0,0,0,0
1,12,9,1,Zielona Góra,139,3,4,LS,0,0,17,0,0,0,2,2,2,0,0,3,0,3,0,0,12,0,2,2,2,0,0,0,0
1,12,9,1,Zielona Góra,139,3,4,LS,0,0,17,IP,0,0,9,9,2,0,200,3,0,5,0,0,12,0,2,1,0,0,0,0,0
2,12,9,1,ZP,0,99,16,ZP,DB Port,0,3,S,1,0,1,1,1,0,40,3,0,1,0,0,3,10,2,2,0,0,0,0,0
1,12,10,1,Bydgoszcz,355,3,2,KP,Zachem,0,3,S,1,0,1,1,2,0,0,3,0,2,0,0,12,0,2,3,0,0,0,0,0
1,12,10,2,Częstochowa,227,0,12,SL,MOPS Częstochowa,0,15,S,1,0,1,1,1,0,0,2,0,1,0,0,0,0,2,3,0,0,0,0,0
3,12,10,1,Jastrzębie Zdrój,90,0,12,SL,JSW,0,2,0,0,0,1,1,2,0,5500,2,5,1,3,0,1,0,1,1,2,0,0,0,0
1,12,10,1,Kielce,198,3,13,SK,0,0,16,0,0,0,7,7,4,0,0,5,0,1,0,0,1,0,2,2,3,0,0,0,0
1,12,10,1,Lublin,340,3,3,LL,0,social services,15,S,1,0,0,1,1,0,0,3,0,3,0,0,1,0,1,2,0,0,0,0,0
6,12,10,1,PL,0,99,97,PL,0,courts,15,0,0,0,0,1,1,0,0,3,0,2,0,0,1,0,1,1,0,0,0,0,0
7,12,10,1,PL,0,99,97,PL,0,courts,15,0,0,0,0,1,1,0,0,5,0,2,0,0,1,0,1,1,0,0,0,0,0
1,12,10,1,PL,0,99,97,PL,0,sanepid,15,0,0,0,0,1,1,0,500,3,0,2,0,0,1,15,1,1,0,0,0,0,0
5,12,10,1,PL,0,99,97,PL,0,healthcare,17,PIP / SLD / SP,0,0,0,1,2,0,3000,3,0,2,0,0,8,10,2,2,0,0,0,0,0
1,12,10,1,SL,0,99,12,SL,PKP PR,0,8,0,0,0,1,1,4,0,40,5,0,1,0,0,11,0,1,2,3,0,0,0,0
1,12,10,1,Wrocław,638,3,1,DS,0,healthcare,17,S,1,0,2,2,1,0,200,3,0,4,0,0,15,0,1,4,0,0,0,0,0
1,12,11,1,Bydgoszcz,355,3,2,KP,Zachem,0,3,S,1,0,1,1,2,0,500,3,0,2,0,0,12,0,2,3,0,0,0,0,0
1,12,11,1,Poznań,542,3,15,WL,Volkswagen,0,3,S,1,0,1,1,2,0,0,3,0,1,0,0,1,0,1,3,3,0,0,0,0
1,12,11,1,Racibórz,55,0,12,SL,Rafako,0,3,0,0,0,1,1,4,0,300,3,0,1,0,0,12,0,2,3,0,0,0,0,0
1,12,11,1,Warszawa,1754,3,7,MZ,99,99,99,PPS,0,0,1,1,7,0,50,3,0,5,0,0,20,23,1,5,0,0,0,0,0
1,12,11,1,ZP,0,99,16,ZP,0,culture institutions,18,0,0,0,3,3,4,0,30,3,0,3,0,0,1,15,1,2,1,0,0,0,0
1,12,12,2,Bydgoszcz,355,3,2,KP,Zachem,0,3,S,1,0,1,1,2,0,0,6,0,1,0,0,1,10,2,3,1,0,0,0,0
1,12,12,2,Łódź,697,3,5,LO,Łódź psychiatric,0,17,0,0,0,1,1,2,0,0,1,0,1,0,0,4,0,1,2,3,0,0,0,0
1,12,12,1,Poznań,542,3,15,WL,0,childcare,15,IP,0,0,1,1,2,0,15,3,0,5,0,0,1,0,1,2,0,0,0,0,0
2,13,1,1,Bydgoszcz,355,3,2,KP,Nauczycielskie Kolegium Języków Obcych,0,16,0,0,0,1,1,4,0,0,3,0,3,0,0,10,0,2,2,3,0,0,0,0
1,13,1,2,Częstochowa,227,0,12,SL,MOPS Kontkiewicza,0,17,S,1,0,2,2,2,0,0,2,0,1,2,0,5,0,1,2,2,0,0,0,0
2,13,1,2,Kielce,198,3,13,SK,UJK,0,16,0,0,0,1,1,4,0,0,1,0,1,0,0,10,0,2,3,0,0,0,0,0
2,13,1,2,KP,99,0,2,KP,PKP PR,0,8,0,0,0,0,1,2,0,0,2,0,0,0,0,10,0,2,3,1,0,0,0,0
1,13,1,1,Łódź,697,3,5,LO,SP 61,0,16,SLD,0,0,1,1,2,6,0,4,0,6,1,0,12,0,2,2,2,0,0,0,0
1,13,1,1,Opole,128,3,8,OP,Tabor Szynowy,0,3,0,0,0,99,0,4,0,110,7,0,9,99,0,11,0,1,3,1,0,0,0,0
40,13,1,2,PL,0,99,97,PL,PKP PR / PKP Intercity,0,8,S,1,0,17,17,2,0,0,2,0,1,1,0,1,0,2,1,3,0,0,0,0
2,13,1,1,Poznań,542,3,15,WL,Farmutil,0,3,0,0,0,1,1,4,0,100,3,0,4,0,free Stokłosa,99,0,1,4,3,0,0,0,0
1,13,1,2,Rzeszów,188,3,9,PK,Resovia,0,18,0,0,0,1,1,4,0,0,2,0,1,5,0,11,0,1,3,1,0,0,0,0
1,13,1,2,Stalowa Wola,63,0,9,PK,LiuGong,0,3,S,1,0,0,1,2,0,0,2,0,0,0,0,1,0,1,3,2,0,0,0,0
1,13,1,1,Tarnów,110,0,6,MP,0,0,6,0,0,0,5,5,4,0,0,3,0,4,0,0,11,0,1,3,3,0,0,0,0
1,13,2,1,Chorzów,110,0,12,SL,KZK GOP,0,8,SR80,0,0,1,1,2,0,0,8,0,5,0,ticket prices,1,15,2,2,0,0,0,0,0
1,13,2,2,Katowice,298,3,12,SL,Katowice clinical,0,17,S,1,0,1,1,2,0,0,2,0,1,0,0,2,15,1,1,0,0,0,0,0
1,13,2,2,Kielce,198,3,13,SK,Kielce psychiatric,0,17,0,0,0,1,1,4,6,0,6,0,1,0,0,12,0,2,2,0,0,0,0,0
1,13,2,1,Kielce,198,3,13,SK,Kielecka Kopalnia Surowców Mineralnych,0,2,S,1,0,1,1,2,0,110,3,0,2,0,0,11,12,1,1,0,0,0,0,0
6,13,2,1,Kielce,198,3,13,SK,Prema,0,3,S / OPZZ,1,0,4,4,2,0,400,3,0,3,0,0,4,0,2,3,0,0,0,0,0
4,13,2,2,Kielce,198,3,13,SK,Prema,0,3,S / OPZZ,1,0,0,1,2,0,0,3,0,0,0,0,4,0,2,3,0,0,0,0,0
6,13,2,1,Kielce,198,3,13,SK,Prema,0,3,S / OPZZ / PIS / TR,1,0,1,1,2,0,300,3,0,1,0,0,4,0,2,3,0,0,0,0,0
1,13,2,1,Olsztyn,173,3,14,WM,0,taxi,8,0,0,0,1,1,3,0,0,3,0,6,1,0,21,0,1,2,0,0,0,0,0
1,13,2,2,PD,0,0,10,PD,0,healthcare,17,0,0,0,1,1,2,0,0,5,0,1,0,0,1,2,1,3,3,0,0,0,0
2,13,2,1,Radom,216,0,7,MZ,Radom specialist,0,17,0,0,0,99,0,4,0,100,7,0,9,99,0,1,11,1,3,1,0,0,0,0
1,13,2,2,SL,0,99,12,SL,0,healthcare,17,S,1,0,8,8,1,0,0,2,0,1,0,0,2,13,1,1,1,0,0,0,0
1,13,2,1,Szczecin,405,3,16,ZP,Dolna Odra power plant,0,4,0,0,0,99,0,4,0,1088,7,0,9,99,0,1,2,2,1,0,0,0,0,0
2,13,2,1,Szczecin,405,3,16,ZP,Agencja Mienia Rolnego,0,15,S,1,0,1,1,5,1,0,3,0,3,0,0,2,4,1,1,2,0,0,0,0
1,13,2,1,Warszawa,1754,3,7,MZ,Polonia Warszawa,0,18,0,0,0,1,1,4,0,6,5,0,1,0,0,11,0,1,3,1,0,0,0,0
1,13,3,1,Białystok,297,3,10,PD,99,99,99,S,1,0,7,7,1,6,0,3,0,3,0,0,2,20,2,1,1,0,0,0,0
1,13,3,1,Bydgoszcz,355,3,2,KP,0,retail trade,7,S,1,0,1,1,1,0,0,8,0,5,0,0,14,0,1,5,0,0,0,0,0
1,13,3,1,Częstochowa,227,0,12,SL,Tauron,0,4,S,1,0,1,1,2,0,0,3,0,1,0,0,3,10,2,3,0,0,0,0,0
1,13,3,1,Gdańsk,464,3,11,PM,99,99,99,S / OPZZ,1,0,6,6,1,6,400,3,0,3,0,0,2,20,2,1,0,0,0,0,0
2,13,3,1,Gorzów,124,3,15,LS,99,99,99,S / PIS,1,0,1,1,1,0,200,3,0,3,0,0,2,20,2,1,1,0,0,0,0
1,13,3,1,Katowice,298,3,12,SL,0,retail trade,7,S,1,0,1,1,1,0,0,8,0,5,0,0,14,0,1,5,0,0,0,0,0
1,13,3,1,Kielce,198,3,13,SK,Kielce Langiewicza,0,17,0,0,0,1,1,2,0,0,5,0,1,0,0,12,0,1,2,0,0,0,0,0
3,13,3,1,Kielce,198,3,13,SK,99,99,99,S / OPZZ / PIS,1,0,1,1,1,0,500,3,0,3,0,0,2,20,2,1,0,0,0,0,0
1,13,3,1,Łódź,697,3,5,LO,XXI LO,0,16,0,0,0,1,1,4,6,0,1,0,1,0,0,3,10,2,2,2,0,0,0,0
1,13,3,1,Łódź,697,3,5,LO,Lidl,0,7,S,1,0,1,1,1,0,15,8,0,1,0,0,14,0,1,5,0,0,0,0,0
1,13,3,1,Olsztyn,173,3,14,WM,99,99,99,S / PIS,1,0,1,1,1,6,200,3,0,3,0,0,2,20,2,1,1,0,0,0,0
1,13,3,1,Ostrowiec Świętokrzyski,70,0,13,SK,99,99,99,S / OPZZ / Samoobrona,1,0,3,3,1,6,300,3,0,3,1,0,2,20,2,1,1,0,0,0,0
5,13,3,1,Płock,121,0,7,MZ,Orlen,0,3,0,0,0,1,1,2,0,1500,3,0,1,2,0,1,0,1,3,3,0,0,0,0
2,13,3,2,Płock,121,0,7,MZ,Orlen,0,3,0,0,0,1,1,2,0,0,2,0,1,0,0,1,0,1,3,3,0,0,0,0
1,13,3,1,Poznań,542,3,15,WL,99,99,99,S,1,0,6,6,1,6,200,3,0,3,0,0,2,20,2,1,1,0,0,0,0
3,13,3,1,SL,0,99,12,SL,99,99,99,S / OPZZ / FZZ / S80,1,0,6,6,1,0,1600,3,0,0,0,0,2,20,1,1,2,0,0,0,0
21,13,3,1,SL,0,99,12,SL,99,99,99,S / OPZZ / FZZ / S80,1,0,600,600,1,0,100000,2,0,6,2,0,2,20,1,1,2,0,0,0,0
1,13,3,1,Szczecin,405,3,16,ZP,99,99,99,S,1,0,1,1,1,6,0,3,0,3,0,0,2,20,2,1,1,0,0,0,0
2,13,3,1,Wrocław,638,3,1,DS,99,99,99,S,1,0,6,6,1,0,500,3,0,3,0,0,2,20,2,1,0,0,0,0,0
1,13,3,1,Zielona Góra,139,3,4,LS,99,99,99,S,1,0,3,3,1,0,200,1,0,3,0,0,2,20,2,1,1,0,0,0,0
1,13,4,1,Bydgoszcz,355,3,2,KP,Bydgoszcz mass transit,0,8,SR80,0,0,1,1,1,0,0,8,0,5,0,free mass transit,21,0,1,5,0,0,0,0,0
1,13,4,2,Katowice,298,3,12,SL,KHW,0,2,SR80,0,0,0,1,2,0,0,2,0,0,0,0,1,0,1,3,0,0,0,0,0
1,13,4,1,Kostrzyn nad Odrą,18,0,4,LS,Kostrzyn hospital,0,17,0,0,0,1,1,5,0,200,3,0,3,0,0,8,11,2,2,3,0,0,0,0
1,13,4,1,Kościerzyna,24,0,11,PM,Kościerzyn hospital,0,17,0,0,0,1,1,2,0,110,3,0,3,0,0,1,11,2,2,2,0,0,0,0
1,13,4,2,Kościerzyna,24,0,11,PM,Kościerzyn hospital,0,17,0,0,0,1,1,2,0,0,2,0,1,0,0,1,11,2,3,3,0,0,0,0
5,13,4,1,Płock,121,0,7,MZ,Orlen,0,3,0,0,0,1,1,2,0,600,3,0,2,2,0,1,0,1,3,0,0,0,0,0
3,13,4,1,Rzeszów,188,3,9,PK,MPK Rzeszów,0,8,0,0,0,1,1,2,0,30,3,0,3,0,0,10,0,2,2,2,0,0,0,0
1,13,5,1,Bydgoszcz,355,3,2,KP,TV Trwam,0,10,PIS,0,0,1,1,6,7,200,3,0,5,0,in defense of TV Trwam,23,10,1,1,0,0,0,0,0
1,13,5,1,Katowice,298,3,12,SL,ZSS 1,0,16,ZNP / TR,0,0,2,2,1,6,0,3,0,3,0,0,12,0,2,3,3,0,0,0,0
1,13,5,1,Kielce,198,3,13,SK,PKS Kielce,0,8,SR80,0,0,0,1,2,0,5,3,0,3,0,0,2,0,2,2,3,0,0,0,0
1,13,5,1,Kraków,765,3,6,MP,MPK Kraków,0,8,SR80,0,0,1,1,2,0,0,8,0,3,0,free mass transit,21,0,1,2,0,0,0,0,0
2,13,5,2,PL,0,99,97,PL,0,healthcare,17,PIP,0,0,0,1,2,0,0,2,0,1,0,0,1,0,1,3,3,0,0,0,0
1,13,5,2,Rzeszów,188,3,9,PK,Teatr Siemaszkowej,0,18,S,1,0,1,1,2,0,0,2,0,1,0,0,1,10,1,3,1,0,0,0,0
2,13,5,1,Szczecin,405,3,16,ZP,0,0,16,S,1,0,1,1,2,0,30,3,0,3,0,0,2,10,2,2,3,0,0,0,0
1,13,5,1,Tarnów,110,0,6,MP,Tarnów mass transit,0,8,SR80,0,0,1,1,2,0,0,8,0,3,0,free mass transit,21,0,1,2,0,0,0,0,0
6,13,5,1,Warszawa,1754,3,7,MZ,Warszawa MZA,0,8,S,1,0,5,5,2,0,300,3,0,3,0,0,1,0,1,3,0,0,0,0,0
2,13,5,1,Wrocław,638,3,1,DS,99,99,99,S / Kukiz,1,0,1,1,1,7,0,4,0,3,5,0,13,23,1,1,0,0,0,0,0
2,13,5,1,Wrocław,638,3,1,DS,99,99,99,TR / UP / PPS,0,0,1,1,3,7,100,8,0,5,0,labour day,99,0,1,5,0,0,0,0,0
5,13,6,1,Gdańsk,464,3,11,PM,Energa,0,4,S,1,0,1,1,2,0,1250,3,0,1,0,0,3,10,2,3,0,0,0,0,0
5,13,6,1,PL,0,99,97,PL,0,justice,15,0,0,0,40,40,2,0,5000,5,0,1,0,0,1,0,1,3,0,0,0,0,0
1,13,6,2,Płock,121,0,7,MZ,Orlen,0,3,0,0,0,3,3,2,0,0,3,0,1,0,0,6,7,2,3,3,0,0,0,0
4,13,6,1,Szczecin,405,3,16,ZP,99,99,99,S / Kukiz,1,0,1,1,1,0,0,3,4,3,5,0,2,23,1,1,0,0,0,0,0
1,13,6,1,Wrocław,638,3,1,DS,TVP,0,10,S,1,0,1,1,2,5,70,3,0,1,0,0,10,13,2,3,0,0,0,0,0
1,13,7,2,MZ,7,99,7,MZ,0,police,15,0,0,0,0,1,2,0,0,2,0,2,0,0,1,0,2,1,0,0,0,0,0
1,13,7,1,PL,0,99,97,PL,0,the disabled,20,0,0,0,1,1,3,0,3000,3,0,2,0,0,2,4,1,1,3,0,0,0,0
1,13,7,2,Skarżysko Kamienna,47,0,13,SK,Bumar,0,3,S,1,0,1,1,2,0,0,2,0,1,0,0,3,8,2,3,0,0,0,0,0
5,13,7,2,Warszawa,1754,3,7,MZ,Warszawa MZA,0,8,S,1,0,5,5,2,0,0,3,0,1,1,0,1,0,1,3,1,0,0,0,0
2,13,9,1,Gdańsk,464,3,11,PM,Gdańsk shipyard,0,3,S,1,0,1,1,2,0,300,2,0,1,5,0,11,0,1,3,1,0,0,0,0
1,13,9,1,Kraków,765,3,6,MP,99,99,99,FA,0,0,1,1,7,0,30,3,0,3,0,0,2,23,1,3,0,0,0,0,0
4,13,9,2,PL,0,99,97,PL,PKP PR,0,8,0,0,0,0,1,2,0,0,2,0,0,0,0,5,10,2,3,0,0,0,0,0
5,13,9,2,PL,0,99,97,PL,TVP,0,10,0,0,0,0,1,2,0,0,2,0,1,1,0,10,13,2,3,0,0,0,0,0
2,13,9,1,PL,0,99,97,PL,0,justice,15,0,0,0,0,1,2,0,0,8,0,1,0,0,1,0,1,3,0,0,0,0,0
1,13,9,1,PL,0,99,97,PL,0,police,15,0,0,0,1,1,2,0,2200,3,0,2,0,0,1,14,2,1,0,0,0,0,0
7,13,9,2,PL,0,99,97,PL,99,99,99,S,1,0,0,1,1,0,0,2,0,0,0,0,7,13,2,1,0,0,0,0,0
25,13,9,1,PL,0,99,97,PL,99,99,99,S / OPZZ / FZZ / S80 / SLD / Kukiz,1,0,1,1,1,0,120000,3,0,2,5,0,7,13,2,1,3,0,0,0,0
4,13,9,1,Sanok,38,0,9,PK,Autosan,0,3,S,1,0,1,1,2,0,400,3,0,1,2,0,11,0,1,3,0,0,0,0,0
1,13,9,1,Szczecin,405,3,16,ZP,Morska Stocznia Remontowa,0,3,S / OPZZ,1,0,0,1,2,0,100,4,0,6,1,0,3,8,2,3,0,0,0,0,0
1,13,10,1,Bydgoszcz,355,3,2,KP,Nitrochem,0,3,0,0,0,1,1,4,0,0,3,0,3,0,0,2,0,2,3,0,0,0,0,0
4,13,10,1,Częstochowa,227,0,12,SL,Częstochowa specialist,0,17,0,0,0,1,1,4,0,140,5,0,1,0,0,3,15,2,3,1,0,0,0,0
1,13,10,1,Gdańsk,464,3,11,PM,Energa,0,4,S,1,0,1,1,2,0,110,3,0,3,0,0,3,10,2,2,3,0,0,0,0
2,13,10,1,Gdańsk,464,3,11,PM,99,99,99,S,1,0,1,1,1,0,5000,3,0,5,0,0,7,23,2,1,3,0,0,0,0
1,13,10,1,Łódź,697,3,5,LO,Lidl,0,7,S,1,0,1,1,2,0,0,3,0,1,0,0,14,0,1,3,0,0,0,0,0
1,13,10,1,Sanok,38,0,9,PK,Autosan,0,3,S,1,0,1,1,4,6,100,3,0,3,0,0,11,0,1,2,1,0,0,0,0
1,13,10,1,Szczecin,405,3,16,ZP,99,99,99,S,1,0,1,1,1,0,0,3,0,3,0,0,7,23,2,1,3,0,0,0,0
1,13,11,1,Częstochowa,227,0,12,SL,99,99,99,S,1,0,1,1,1,0,0,8,0,5,0,0,23,0,2,5,0,0,0,0,0
1,13,11,1,Człuchów,14,0,11,PM,0,arrests,15,0,0,0,99,0,4,0,74,7,0,9,99,0,11,0,1,3,3,0,0,0,0
2,13,11,1,Kielce,198,3,13,SK,99,99,99,S / OPZZ / FZZ,1,0,1,1,1,0,0,3,0,3,0,0,7,23,2,2,0,0,0,0,0
1,13,11,1,Lesko,6,0,9,PK,Lesko hospital,0,17,S,1,0,1,1,2,0,0,3,0,1,0,0,4,0,2,2,0,0,0,0,0
10,13,11,2,PL,0,99,97,PL,PKP PR,0,8,0,0,0,0,1,2,0,0,2,0,0,0,0,5,10,2,3,1,0,0,0,0
6,13,11,1,PL,0,99,97,PL,0,0,16,ZNP,0,0,0,0,1,0,0,8,0,0,0,0,2,0,2,1,0,0,0,0,0
4,13,11,2,PL,0,99,97,PL,0,0,16,ZNP,0,0,1,1,1,0,20000,3,0,2,0,0,2,0,2,1,0,0,0,0,0
1,13,11,1,Poznań,542,3,15,WL,0,waste recycling companies,5,S,1,0,11,11,2,4,100,3,0,3,0,0,2,15,2,2,3,0,0,0,0
1,13,11,1,Radom,216,0,7,MZ,99,99,99,S,1,0,1,1,1,0,30,8,0,5,0,0,23,0,2,5,0,0,0,0,0
2,13,11,1,Zielona Góra,139,3,4,LS,99,99,99,S,1,0,1,1,1,0,0,8,0,5,0,0,23,0,2,5,0,0,0,0,0
2,13,12,1,Częstochowa,227,0,12,SL,0,0,17,S,1,0,1,1,2,0,0,4,0,1,5,0,13,0,2,3,3,0,0,0,0
1,13,12,1,Katowice,298,3,12,SL,Euromedic,0,17,PO,0,0,1,1,4,0,30,4,0,4,0,0,15,0,2,4,2,0,0,0,0
1,13,12,1,Płock,121,0,7,MZ,Płock healthcare,0,17,S,1,0,1,1,2,0,0,3,0,3,0,0,2,15,1,2,0,0,0,0,0
1,13,12,1,Szczecin,405,3,16,ZP,99,99,99,S,1,0,0,1,1,0,0,3,0,3,0,0,2,23,1,1,0,0,0,0,0
2,13,12,1,Warszawa,1754,3,7,MZ,CSW,0,18,0,0,0,1,1,4,0,0,3,0,2,0,0,4,0,2,1,0,0,0,0,0
1,13,12,2,Warszawa,1754,3,7,MZ,Warszawa MZA,0,8,S,1,0,5,5,2,0,0,2,0,1,1,0,1,0,1,3,1,0,0,0,0
1,14,1,2,Kielce,198,3,13,SK,Kielecka Kopalnia Surowców Mineralnych,0,2,S,1,0,1,1,2,0,0,4,0,6,0,0,12,0,2,4,0,0,0,0,0
1,14,1,2,KP,99,0,2,KP,0,0,17,S,1,0,0,1,1,0,0,1,0,1,0,higher NFZ contracts,1,15,1,4,0,0,0,0,0
1,14,1,1,Lublin,340,3,3,LL,Lubelskie Linie Autobusowe,0,8,S,1,0,1,1,2,0,15,3,0,1,8,0,6,10,2,2,2,0,0,0,0
2,14,1,1,Łódź,697,3,5,LO,MOPS Łódź,0,17,0,0,0,1,1,2,0,0,2,0,0,2,0,1,14,1,2,1,0,0,0,0
1,14,1,1,Szczecin,405,3,16,ZP,Szczecin shipyard,0,3,S,1,0,1,1,2,0,0,3,0,5,0,0,2,20,1,1,0,0,0,0,0
1,14,1,1,Toruń,202,3,2,KP,0,parents of the disabled,20,0,0,0,1,1,3,0,0,3,0,2,0,0,1,0,1,1,0,0,0,0,0
1,14,1,1,ZP,0,99,16,ZP,99,99,99,S / S80,1,0,1,1,1,0,250,3,0,3,0,0,1,16,1,2,0,0,0,0,0
1,14,1,1,ZP,0,99,16,ZP,99,99,99,S / S80,1,0,1,1,1,0,10,4,0,3,2,0,1,16,1,2,3,0,0,0,0
1,14,2,2,Białystok,297,3,10,PD,Leroy Merlin,0,7,S,1,0,1,1,4,0,0,3,0,1,0,0,6,10,2,3,3,0,0,0,0
1,14,2,1,Białystok,297,3,10,PD,Lidl,0,7,S,1,0,1,1,2,0,0,8,0,1,0,0,6,10,2,3,3,0,0,0,0
3,14,2,1,Inowrocław,74,0,2,KP,Sanatorium Przy Tężni,0,17,S,1,0,1,1,1,0,150,3,0,3,0,0,4,0,1,2,3,0,0,0,0
2,14,2,2,KP,99,0,2,KP,PKP PR,0,8,0,0,0,0,1,2,0,0,2,0,0,0,0,1,0,1,2,1,0,0,0,0
1,14,2,1,KP,99,0,2,KP,Kujawskopomorski Transport Samochodowy,0,8,S,1,0,1,1,2,0,0,3,0,3,0,0,2,0,2,2,0,0,0,0,0
1,14,2,1,Łódź,697,3,5,LO,MOPS Łódź,0,17,0,0,0,1,1,2,0,0,3,0,3,2,0,1,14,1,2,1,0,0,0,0
1,14,2,1,Opole,128,3,8,OP,0,justice,15,0,0,0,0,0,2,0,0,8,0,0,0,0,1,0,1,1,0,0,0,0,0
1,14,2,2,PL,0,99,97,PL,PKP PR,0,8,0,0,0,0,1,2,0,0,2,0,0,0,0,2,15,1,1,0,0,0,0,0
2,14,2,1,PL,0,99,97,PL,TVP,0,10,0,0,0,27,27,2,0,50,2,0,1,1,0,10,13,2,3,0,0,0,0,0
1,14,2,1,Płock,121,0,7,MZ,Centromost,0,3,0,0,0,1,1,4,0,130,2,0,1,2,0,11,0,2,3,1,0,0,0,0
1,14,2,1,Połczyn Zdrój,8,0,16,ZP,Połczyn hospital,0,17,0,0,0,1,1,4,0,200,3,0,3,0,0,11,0,2,2,3,0,0,0,0
1,14,2,1,Poznań,542,3,15,WL,UAM,0,14,IP,0,0,1,1,2,6,20,3,0,1,0,0,11,0,2,3,3,0,0,0,0
2,14,2,1,Skarżysko Kamienna,47,0,13,SK,Almax recycling,0,5,0,0,0,1,1,4,0,0,3,0,3,0,0,12,0,2,2,2,0,0,0,0
3,14,2,1,Toruń,202,3,2,KP,Zespół Szkół 22 / Dom Harcerza,0,16,0,0,0,2,2,4,6,100,3,0,3,0,0,12,0,2,2,3,0,0,0,0
1,14,2,1,Warszawa,1754,3,7,MZ,99,99,99,S,1,0,1,1,4,99,3000,3,0,4,0,against war in the Ukraine,23,99,2,4,0,0,0,0,0
1,14,2,1,Zielona Góra,139,3,4,LS,Lidl,0,7,S,1,0,3,3,2,0,0,3,0,1,0,0,6,10,2,3,3,0,0,0,0
2,14,2,2,Zielona Góra,139,3,4,LS,0,0,16,ZNP,0,0,16,16,2,0,0,6,0,0,0,0,1,0,1,2,3,0,0,0,0
2,14,3,1,Częstochowa,227,0,12,SL,CF Gomma,0,3,S,1,0,1,1,2,0,0,3,4,6,0,0,10,14,2,3,0,0,0,0,0
1,14,3,1,Katowice,298,3,12,SL,Katowice mass transit,0,8,SR80 / TR,0,0,1,1,1,8,0,8,0,5,0,free mass transit,2,0,1,2,0,0,0,0,0
1,14,3,1,Kraków,765,3,6,MP,0,parents of the disabled,20,0,0,0,1,1,3,0,0,3,0,5,0,0,1,14,1,1,3,0,0,0,0
1,14,3,1,Kraków,765,3,6,MP,0,parents of the disabled,20,0,0,0,1,1,3,0,30,3,0,5,0,0,1,14,1,1,3,0,0,0,0
1,14,3,1,Łódź,697,3,5,LO,Lidl,0,7,S,1,0,3,3,2,0,0,8,0,1,0,0,6,10,2,3,3,0,0,0,0
2,14,3,1,PL,0,99,97,PL,0,parents of the disabled,20,0,0,0,1,1,3,0,0,4,0,2,6,0,1,14,1,1,3,0,0,0,0
1,14,3,2,PL,0,99,97,PL,0,0,16,ZNP,0,0,0,1,1,0,0,2,0,0,0,modifications in Teachers’ Card,5,13,2,1,3,0,0,0,0
1,14,3,1,Poznań,542,3,15,WL,99,0,20,0,0,0,1,1,3,0,0,3,0,5,0,equal pay for women,1,22,1,5,0,0,0,0,0
4,14,3,1,Toruń,202,3,2,KP,Zespół Szkół 22 / Dom Harcerza,0,16,S,1,0,2,2,2,6,110,3,0,3,0,0,12,0,2,2,3,0,0,0,0
1,14,3,1,Warszawa,1754,3,7,MZ,0,parents of the disabled,20,0,0,0,1,1,3,0,0,3,0,2,0,0,1,14,1,1,3,0,0,0,0
6,14,4,1,Katowice,298,3,12,SL,KW / KHW,0,2,S / SR80,1,0,2,2,2,0,10000,3,0,1,2,0,2,15,1,1,0,1,0,0,0
1,14,4,1,Olsztyn,173,3,14,WM,0,justice,15,0,0,0,0,0,2,0,0,8,0,0,0,0,1,0,1,1,0,0,0,0,0
1,14,4,2,Płock,121,0,7,MZ,Jagiellonka,0,16,0,0,0,1,1,4,0,0,6,0,1,0,0,1,0,2,2,3,0,0,0,0
1,14,4,1,Rzeszów,188,3,9,PK,0,emergency,17,0,0,0,1,1,4,0,0,3,0,3,0,0,4,0,2,2,3,0,0,0,0
1,14,4,1,Skarżysko Kamienna,47,0,13,SK,Almax recycling,0,5,0,0,0,1,1,4,0,0,3,0,3,0,0,12,0,2,2,2,0,0,0,0
1,14,4,1,Szczecin,405,3,16,ZP,MZK Szczecin,0,8,SR80 / PPP,0,0,1,1,2,8,0,8,0,5,0,free mass transit,20,0,1,2,0,0,0,0,0
3,14,4,2,Wrocław,638,3,1,DS,Wrocław MPK,0,8,S,1,0,0,1,2,0,0,2,0,0,0,0,1,4,1,3,2,0,0,0,0
1,14,5,1,Jastrzębie Zdrój,90,0,12,SL,JSW,0,2,0,0,0,1,1,5,0,100,3,0,1,0,0,1,16,1,3,3,0,0,0,0
